ward,type,location,year,est_cost,id,point_location
14,Miscellaneous-CDOT,4600 S. Springfield,2005,1543,10973,4600 S. Springfield
14,Miscellaneous-CDOT,4519 S. Springfield,2005,1213,10974,4519 S. Springfield
14,Miscellaneous-CDOT,4508 S. Springfield,2005,1201,10975,4508 S. Springfield
14,Miscellaneous-CDOT,3826 W. 46 th Pl.,2005,4905,10976,3826 W. 46 th Pl.
14,Miscellaneous-CDOT,4800 S. Hamlin,2005,4793,10977,4800 S. Hamlin
14,Miscellaneous-CDOT,4719 S. Ridgeway,2005,1548,10978,4719 S. Ridgeway
14,Miscellaneous-CDOT,5049 S. Ridgeway,2005,742,10979,5049 S. Ridgeway
14,Miscellaneous-CDOT,4815 S. Kedvale,2005,1195,10981,4815 S. Kedvale
14,Miscellaneous-CDOT,4337 S. Kedvale,2005,512,10983,4337 S. Kedvale
14,Miscellaneous-CDOT,4200 W. 47 th St.,2005,3300,10984,4200 W. 47 th St.
14,Miscellaneous-CDOT,4024 W. 47 th St.,2005,5682,10986,4024 W. 47 th St.
14,Bollard Menu,4643 S KOMENSKY AV,2007,1428,11144,4643 S KOMENSKY AV
14,Bollard Menu,5515 S TROY ST,2007,714,11145,5515 S TROY ST
14,Bollard Menu,4600 S TROY ST,2007,714,11146,4600 S TROY ST
14,Bollard Menu,5515 S TROY ST,2007,1428,11147,5515 S TROY ST
14,Miscellaneous-CDOT,5701 S. Albany,2007,7173,11151,5701 S. Albany
14,Miscellaneous-CDOT,5521 S. Whipple,2007,8650,11152,5521 S. Whipple
14,Miscellaneous-CDOT,5532 S. Whipple,2007,7050,11153,5532 S. Whipple
14,Miscellaneous-CDOT,5824 S. Whipple,2007,11930,11155,5824 S. Whipple
14,Miscellaneous-CDOT,3700 W. 58 th Pl.,2007,1466,11157,3700 W. 58 th Pl.
14,Miscellaneous-CDOT,3609 W. 56 th Pl,2007,1019,11158,3609 W. 56 th Pl
14,Miscellaneous-CDOT,3600 W. 58 th Pl.,2007,3788,11159,3600 W. 58 th Pl.
14,Miscellaneous-CDOT,3711 W. 57 th Pl.,2007,854,11160,3711 W. 57 th Pl.
14,Miscellaneous-CDOT,4408 S. Whipple,2007,4446,11161,4408 S. Whipple
14,Miscellaneous-CDOT,4303 S. Whipple,2007,4901,11162,4303 S. Whipple
14,Miscellaneous-CDOT,4308 S. Whipple,2007,4970,11163,4308 S. Whipple
14,Miscellaneous-CDOT,4501 S. Francisco,2007,17315,11164,4501 S. Francisco
14,Miscellaneous-CDOT,4400 S. Francisco,2007,21377,11165,4400 S. Francisco
14,Miscellaneous-CDOT,4616 S. Sacramento,2007,171,11169,4616 S. Sacramento
14,Miscellaneous-CDOT,4530 S. Richmond,2007,347,11170,4530 S. Richmond
14,Miscellaneous-CDOT,4623 S. Francisco,2007,1366,11171,4623 S. Francisco
14,Miscellaneous-CDOT,4616 S. Francisco,2007,1435,11172,4616 S. Francisco
14,Miscellaneous-CDOT,3124 W. 44 th St.,2007,9194,11174,3124 W. 44 th St.
14,Miscellaneous-CDOT,4403 S. Albany,2007,5294,11175,4403 S. Albany
14,Miscellaneous-CDOT,4437 S. Richmond,2007,13991,11177,4437 S. Richmond
14,Miscellaneous-CDOT,4430 S. Richmond,2007,6746,11178,4430 S. Richmond
14,Miscellaneous-CDOT,4314 S. Richmond,2007,14534,11179,4314 S. Richmond
14,Miscellaneous-CDOT,5834 S. Troy St.,2007,171,11181,5834 S. Troy St.
14,Miscellaneous-CDOT,3019 W. 55 th St.,2007,1639,11182,3019 W. 55 th St.
14,Miscellaneous-CDOT,5727 S. Richmond,2007,683,11183,5727 S. Richmond
14,Miscellaneous-CDOT,5640 S. Francisco,2007,865,11184,5640 S. Francisco
14,Miscellaneous-CDOT,5804 S. Sacramento,2007,370,11185,5804 S. Sacramento
14,Miscellaneous-CDOT,5601 S. Sacramento,2007,7130,11188,5601 S. Sacramento
14,Miscellaneous-CDOT,2951 W. 56 th St.,2007,171,11189,2951 W. 56 th St.
14,Miscellaneous-CDOT,5701 S. Whipple St.,2007,18952,11190,5701 S. Whipple St.
14,Miscellaneous-CDOT,5710 S. Whipple St.,2007,9711,11191,5710 S. Whipple St.
14,Miscellaneous-CDOT,4401 S. Francisco,2007,24250,11192,4401 S. Francisco
14,Miscellaneous-CDOT,4301 S. Francisco,2007,19736,11193,4301 S. Francisco
14,Miscellaneous-CDOT,4207 S. Francisco,2007,159,11194,4207 S. Francisco
14,Miscellaneous-CDOT,4427 S. Albany,2007,1025,11195,4427 S. Albany
14,Miscellaneous-CDOT,4419 S. Francisco,2007,854,11196,4419 S. Francisco
14,Miscellaneous-CDOT,3025 W. 42 nd St.,2007,3061,11198,3025 W. 42 nd St.
14,Miscellaneous-CDOT,3031 W. 41 st St.,2007,1366,11199,3031 W. 41 st St.
14,Miscellaneous-CDOT,3019 W. 41 st Pl.,2007,1195,11200,3019 W. 41 st Pl.
14,Miscellaneous-CDOT,3138 W. 41 st St.,2007,854,11202,3138 W. 41 st St.
14,Miscellaneous-CDOT,3135 W. 40 th Pl.,2007,1030,11203,3135 W. 40 th Pl.
14,Miscellaneous-CDOT,4117 S. Albany,2007,1195,11204,4117 S. Albany
14,Miscellaneous-CDOT,3949 S. Albany,2007,4361,11205,3949 S. Albany
14,Miscellaneous-CDOT,2840 W. 39 th Pl.,2007,1821,11206,2840 W. 39 th Pl.
14,Miscellaneous-CDOT,3850 S. Sacramento,2007,1201,11207,3850 S. Sacramento
14,Miscellaneous-CDOT,3902 S. Albany,2007,5804,11208,3902 S. Albany
14,Miscellaneous-CDOT,4148 S. Mozart,2007,1383,11209,4148 S. Mozart
14,Miscellaneous-CDOT,2906 W. 40 th Pl.,2007,974,11210,2906 W. 40 th Pl.
14,Bollard Menu,4113 S FRANCISCO AV,2008,714,11242,4113 S FRANCISCO AV
14,Bollard Menu,5445 S SAWYER AV,2008,2856,11243,5445 S SAWYER AV
14,Bollard Menu,2900 W 43 ST,2008,2142,11244,2900 W 43 ST
14,Street Lighting,5317 S. MOZART,2008,500,11308,5317 S. MOZART
14,Street Lighting,5401 S. MOZART,2008,500,11309,5401 S. MOZART
14,Street Lighting,2836 W. 55TH ST,2008,350,11310,2836 W. 55TH ST
14,Street Lighting,5440 S. MOZART,2008,350,11311,5440 S. MOZART
14,Miscellaneous-CDOT,5154 S Narragansett,2009,206,11315,5154 S Narragansett
14,Sidewalk Menu - Change Order,4626 S. St. Louis,2009,1150,11338,4626 S. St. Louis
14,Miscellaneous-CDOT,5154 S Narragansett,2010,192,11358,5154 S Narragansett
14,Street Cul-de-Sac Menu,3210 W 46 ST,2010,27629,11497,3210 W 46 ST
14,Street Cul-de-Sac Menu,3215 W 58 ST,2010,8206,11498,3215 W 58 ST
14,Miscellaneous-CDOT,5154 S Narragansett,2011,272,11542,5154 S Narragansett
14,Miscellaneous-Other,121 N LA SALLE ST,2011,337,11617,121 N LA SALLE ST
14,Miscellaneous Other,5154 S Narragansett,2012,483,11620,5154 S Narragansett
14,Street Light Upgrade,3716 W 49TH ST,2012,350,11695,3716 W 49TH ST
14,Alley Speed Hump Menu,5202 S CHRISTIANA AVE,2016,700,11945,5202 S CHRISTIANA AVE
14,Sidewalk Menu,5135 S CHRISTIANA AVE,2016,4680.03,11956,5135 S CHRISTIANA AVE
14,Sidewalk Menu,5316 S KILPATRICK AVE,2016,4473.85,11957,5316 S KILPATRICK AVE
14,Sidewalk Menu,5301 S FRANCISCO AVE,2016,8196.72,11958,5301 S FRANCISCO AVE
14,Sidewalk Menu,4759 S KILDARE AVE,2016,1862.95,11960,4759 S KILDARE AVE
14,Sidewalk Menu,6401 W 52ND ST,2016,2236.7,11964,6401 W 52ND ST
14,Alley Resurfacing Menu (1-1),2534 W 50TH ST,2017,33686.89,11984,2534 W 50TH ST
14,Alley Speed Hump Menu,4747 S KEDVALE AVE,2017,1400,11988,4747 S KEDVALE AVE
14,Alley Speed Hump Menu,4904 S KOSTNER AVE,2017,2100,11990,4904 S KOSTNER AVE
14,Sidewalk Menu,6401 W 52ND ST,2017,3168.37,12001,6401 W 52ND ST
14,Sidewalk Menu,2651 W 51ST ST,2017,3207.31,12007,2651 W 51ST ST
14,Sidewalk Menu,5308 S TALMAN AVE,2017,2772.16,12008,5308 S TALMAN AVE
14,Sidewalk Menu,5300 S CENTRAL AVE,2017,9446.31,12020,5300 S CENTRAL AVE
14,Sidewalk Menu,4800 S TRIPP AVE,2018,1511.44,12045,4800 S TRIPP AVE
14,Sidewalk Menu,5400 S FAIRFIELD AVE,2018,17544.4,12055,5400 S FAIRFIELD AVE
14,Sidewalk Menu,5359 S FAIRFIELD AVE,2018,9420.04,12057,5359 S FAIRFIELD AVE
14,Sidewalk Menu,5601 S TROY ST,2018,17314.98,12059,5601 S TROY ST
14,Sidewalk Menu,5400 S SPAULDING AVE,2018,5625.98,12061,5400 S SPAULDING AVE
14,Sidewalk Menu,5319 S KILPATRICK AVE,2018,13895.04,12062,5319 S KILPATRICK AVE
14,Sidewalk Menu,5125 S NATCHEZ AVE,2018,1017.35,12064,5125 S NATCHEZ AVE
14,Sidewalk Menu,5141 S NATCHEZ AVE,2018,3487.8,12065,5141 S NATCHEZ AVE
14,Sidewalk Menu,5151 S NATCHEZ AVE,2018,5499.96,12066,5151 S NATCHEZ AVE
14,Sidewalk Menu,5157 S NATCHEZ AVE,2018,2005.53,12067,5157 S NATCHEZ AVE
14,Sidewalk Menu,5148 S NATCHEZ AVE,2018,3999.27,12069,5148 S NATCHEZ AVE
14,Alley Speed Hump Menu,5324 S FRANCISCO AVE,2019,700,12084,5324 S FRANCISCO AVE
14,Alley Speed Hump Menu,5208 S CALIFORNIA AVE,2019,700,12085,5208 S CALIFORNIA AVE
14,Alley Speed Hump Menu,5257 S KILPATRICK AVE,2019,700,12086,5257 S KILPATRICK AVE
14,Alley Speed Hump Menu,4533 S HARDING AVE,2019,2100,12087,4533 S HARDING AVE
14,Alley Speed Hump Menu,5124 S LAMON AVE,2019,700,12089,5124 S LAMON AVE
14,Sidewalk Menu,5200 S AUSTIN AVE,2019,11460.21,12090,5200 S AUSTIN AVE
14,Sidewalk Menu,5159 S WHIPPLE ST,2019,6135.25,12109,5159 S WHIPPLE ST
14,Sidewalk Menu,5158 S ALBANY AVE,2019,13331.1,12110,5158 S ALBANY AVE
14,Sidewalk Menu,5259 S TROY ST,2019,20584.83,12111,5259 S TROY ST
14,Sidewalk Menu,3415 W 53RD PL,2019,3964.67,12112,3415 W 53RD PL
14,Sidewalk Menu,5119 S HOMAN AVE,2019,712.22,12115,5119 S HOMAN AVE
14,Sidewalk Menu,5250 S MCVICKER AVE,2019,2027.74,12116,5250 S MCVICKER AVE
14,Sidewalk Menu,5108 S MASSASOIT AVE,2019,7432.87,12117,5108 S MASSASOIT AVE
14,Sidewalk Menu,5106 S MOODY AVE,2019,3091.2,12118,5106 S MOODY AVE
14,Sidewalk Menu,5154 S PARKSIDE AVE,2019,2296.14,12121,5154 S PARKSIDE AVE
14,Sidewalk Menu,5101 S MAJOR AVE,2019,18458.88,12126,5101 S MAJOR AVE
14,Sidewalk Menu,5107 S NORMANDY AVE,2019,2548.36,12127,5107 S NORMANDY AVE
14,Sidewalk Menu,5216 S LONG AVE,2019,4763.14,12128,5216 S LONG AVE
14,Sidewalk Menu,5237 S MAPLEWOOD AVE,2019,11725.29,12129,5237 S MAPLEWOOD AVE
14,Curb & Gutter Menu,4638 W 51ST ST,2020,3593.45,12145,4638 W 51ST ST
14,Curb & Gutter Menu,5251 S TRUMBULL AVE,2020,2091.09,12146,5251 S TRUMBULL AVE
14,Sidewalk Menu,5300 S MAPLEWOOD AVE,2020,14912.47,12154,5300 S MAPLEWOOD AVE
14,Sidewalk Menu,4542 S HARDING AVE,2020,1653.22,12155,4542 S HARDING AVE
14,Sidewalk Menu,5156 S TROY ST,2020,15348.94,12156,5156 S TROY ST
14,Sidewalk Menu,5001 S KOSTNER AVE,2020,5151.5,12158,5001 S KOSTNER AVE
14,Sidewalk Menu,5200 S LOCKWOOD AVE,2020,13513.27,12159,5200 S LOCKWOOD AVE
14,Sidewalk Menu,5238 S LOREL AVE,2020,1166.35,12161,5238 S LOREL AVE
14,Sidewalk Menu,5105 S MELVINA AVE,2020,2087.1,12164,5105 S MELVINA AVE
14,Sidewalk Menu,5215 S MELVINA AVE,2020,5405.49,12165,5215 S MELVINA AVE
14,Sidewalk Menu,5211 S MERRIMAC AVE,2020,3216.93,12166,5211 S MERRIMAC AVE
14,Sidewalk Menu,4801 S KOSTNER AVE,2020,11852.46,12168,4801 S KOSTNER AVE
14,1 POD Camera: 5000 S Kilbourn,5000 S KILBOURN AVE,2021,24776,12174,5000 S KILBOURN AVE
14,Curb & Gutter Menu,3407 W 54TH ST,2021,17647.27,12175,3407 W 54TH ST
14,Miscellaneous CDOT Projects,4759 S KENNETH AVE,2021,761,12176,4759 S KENNETH AVE
14,Sidewalk Menu,3325 W 51ST ST,2021,7521.32,12177,3325 W 51ST ST
14,Sidewalk Menu,3838 W 51ST ST,2021,11012.47,12178,3838 W 51ST ST
14,Sidewalk Menu,4225 W 47TH ST,2021,20192.27,12179,4225 W 47TH ST
14,Sidewalk Menu,4458 S ALBANY AVE,2021,1340.48,12182,4458 S ALBANY AVE
14,Sidewalk Menu,4521 S DRAKE AVE,2021,1945.82,12183,4521 S DRAKE AVE
14,Sidewalk Menu,4557 S SPRINGFIELD AVE,2021,8618.72,12184,4557 S SPRINGFIELD AVE
14,Sidewalk Menu,4643 S HOMAN AVE,2021,3087.23,12185,4643 S HOMAN AVE
14,Sidewalk Menu,4800 S TRIPP AVE,2021,13504.63,12191,4800 S TRIPP AVE
14,Sidewalk Menu,4900 S KEELER AVE,2021,11638.69,12192,4900 S KEELER AVE
14,Sidewalk Menu,5100 S MELVINA AVE,2021,9041.16,12195,5100 S MELVINA AVE
14,Sidewalk Menu,5158 S LOCKWOOD AVE,2021,11049.52,12198,5158 S LOCKWOOD AVE
14,Sidewalk Menu,2836 W 55TH ST,2022,15907.23,12222,2836 W 55TH ST
14,Sidewalk Menu,2858 W 55TH ST,2022,27641.55,12223,2858 W 55TH ST
14,Sidewalk Menu,3040 W 54TH PL,2022,4699.23,12224,3040 W 54TH PL
14,Sidewalk Menu,3859 W 47TH ST,2022,13136.35,12226,3859 W 47TH ST
14,Sidewalk Menu,4731 S KEELER AVE,2022,1726.34,12229,4731 S KEELER AVE
14,Sidewalk Menu,4900 S TRIPP AVE,2022,13027.2,12232,4900 S TRIPP AVE
14,Sidewalk Menu,4928 S KILPATRICK AVE,2022,3547.08,12233,4928 S KILPATRICK AVE
14,Sidewalk Menu,5101 S LARAMIE AVE,2022,15321.12,12235,5101 S LARAMIE AVE
14,Sidewalk Menu,5158 S SPAULDING AVE,2022,7432.82,12240,5158 S SPAULDING AVE
14,Sidewalk Menu,5200 S LUNA AVE,2022,8786.87,12241,5200 S LUNA AVE
14,Sidewalk Menu,5201 S MULLIGAN AVE,2022,3737.06,12242,5201 S MULLIGAN AVE
14,Sidewalk Menu,5226 S TRUMBULL AVE,2022,2971.24,12244,5226 S TRUMBULL AVE
14,Sidewalk Menu,5243 S MCVICKER AVE,2022,16116.68,12247,5243 S MCVICKER AVE
14,Sidewalk Menu,5254 S KNOX AVE,2022,1367.62,12248,5254 S KNOX AVE
14,Sidewalk Menu,5300 S FRANCISCO AVE,2022,11512.02,12249,5300 S FRANCISCO AVE
14,Sidewalk Menu,5308 S WASHTENAW AVE,2022,5839.82,12250,5308 S WASHTENAW AVE
14,Sidewalk Menu,5401 S MOZART ST,2022,15009.84,12251,5401 S MOZART ST
14,Street Light Upgrade Menu,3032 W 55TH ST,2022,500,12254,3032 W 55TH ST
14,Street Light Upgrade Menu,5214 S MERRIMAC AVE,2022,500,12256,5214 S MERRIMAC AVE
14,Street Light Upgrade Menu,5225 S LOTUS AVE,2022,500,12257,5225 S LOTUS AVE
15,Bollard Menu,6100 S HERMITAGE AV,2007,5172,12381,6100 S HERMITAGE AV
15,Bollard Menu,6740 S WINCHESTER AV,2007,714,12382,6740 S WINCHESTER AV
15,Bollard Menu,6401 S PAULINA ST,2008,1344,12438,6401 S PAULINA ST
15,Bollard Menu,6315 S ST LOUIS AV,2008,714,12439,6315 S ST LOUIS AV
15,Bollard Menu,6755 S WINCHESTER AV,2008,1293,12440,6755 S WINCHESTER AV
15,Bollard Menu,1959 W 59 ST,2008,714,12441,1959 W 59 ST
15,Bollard Menu,6559 W 66 ST,2008,2856,12442,6559 W 66 ST
15,Guardrail Menu,6656 W MARQUETTE RD,2008,800,12443,6656 W MARQUETTE RD
15,Bollard Menu,6315 S RICHMOND ST,2009,1428,12488,6315 S RICHMOND ST
15,POD Camera,5601 S. Seeley (SE corner),2009,13000,12557,5601 S. Seeley
15,Miscellaneous-Other,121 N LA SALLE ST,2011,1044,12621,121 N LA SALLE ST
15,Street Light Arterial,6558 S MARSHFIELD AVE,2012,3500,12627,6558 S MARSHFIELD AVE
15,High Definition Camera,6558 S. Marshfield,2012,22500,12634,6558 S. Marshfield
15,High Definition Camera,5701 S. Winchester,2012,20000,12635,5701 S. Winchester
15,Alley Speed Hump Menu,4535 S RICHMOND ST,2015,700,12720,4535 S RICHMOND ST
15,Curb & Gutter Menu,5630 S HONORE ST,2015,2686,12723,5630 S HONORE ST
15,Sidewalk Menu,2633 W POPE JOHN PAUL II DR,2015,620,12725,2633 W POPE JOHN PAUL II DR
15,Alley Resurfacing Menu (1-1),5605 S HONORE ST,2016,27281.05,12759,5605 S HONORE ST
15,Bollard Menu,4714 S DAMEN AVE,2016,1300.6,12777,4714 S DAMEN AVE
15,Bollard Menu,4644 S FAIRFIELD AVE,2016,635.34,12778,4644 S FAIRFIELD AVE
15,Bollard Menu,5517 S CALIFORNIA AVE,2016,1386.33,12779,5517 S CALIFORNIA AVE
15,Curb & Gutter Menu,4459 S WOOD ST,2016,13540.31,12780,4459 S WOOD ST
15,Curb & Gutter Menu,3044 W 47TH ST,2016,5190.05,12781,3044 W 47TH ST
15,Curb & Gutter Menu,4257 S FRANCISCO AVE,2016,9202.17,12782,4257 S FRANCISCO AVE
15,Sidewalk Menu,2633 W POPE JOHN PAUL II DR,2016,2063,12784,2633 W POPE JOHN PAUL II DR
15,Sidewalk Menu,5637 S ROCKWELL ST,2016,3771.67,12787,5637 S ROCKWELL ST
15,Sidewalk Menu,2458 W 47TH ST,2016,2734.58,12788,2458 W 47TH ST
15,Alley Speed Hump Menu,4422 S ARTESIAN AVE,2018,700,12863,4422 S ARTESIAN AVE
15,Bollard Menu,4555 S FRANCISCO AVE,2018,466.03,12865,4555 S FRANCISCO AVE
15,Sidewalk Menu,5500 S WESTERN AVE,2018,8053.14,12866,5500 S WESTERN AVE
15,Sidewalk Menu,4939 S HOYNE AVE,2018,1485.62,12867,4939 S HOYNE AVE
15,Street Light Upgrade Menu,4643 S HERMITAGE AVE,2018,500,12874,4643 S HERMITAGE AVE
15,Street Light Upgrade Menu,6412 S ASHLAND AVE,2018,48997.1,12875,6412 S ASHLAND AVE
15,Street Speed Hump Menu,4400 S CAMPBELL AVE,2018,3700,12883,4400 S CAMPBELL AVE
15,Street Speed Hump Menu,5600 S FAIRFIELD AVE,2018,3700,12890,5600 S FAIRFIELD AVE
15,Street Speed Hump Menu,5500 S HERMITAGE AVE,2018,1850,12891,5500 S HERMITAGE AVE
15,Street Speed Hump Menu,4900 S HOYNE AVE,2018,3700,12892,4900 S HOYNE AVE
15,Street Speed Hump Menu,6200 S MARSHFIELD AVE,2018,3700,12893,6200 S MARSHFIELD AVE
15,Sidewalk Menu,5711 S DAMEN AVE,2019,2695.32,12900,5711 S DAMEN AVE
15,Sidewalk Menu,5606 S PAULINA ST,2019,5375.71,12901,5606 S PAULINA ST
15,Sidewalk Menu,6645 S MARSHFIELD AVE,2019,3246.33,12902,6645 S MARSHFIELD AVE
15,Sidewalk Menu,4925 S HOYNE AVE,2019,8240.65,12903,4925 S HOYNE AVE
15,Sidewalk Menu,1753 W 56TH ST,2019,31518.96,12904,1753 W 56TH ST
15,Sidewalk Menu,2120 W 57TH ST,2019,3160.04,12905,2120 W 57TH ST
15,Sidewalk Menu,1841 W 58TH ST,2019,6898.61,12906,1841 W 58TH ST
15,Sidewalk Menu,1938 W 58TH ST,2019,21840.74,12907,1938 W 58TH ST
15,Sidewalk Menu,1707 W 66TH ST,2019,23561.75,12908,1707 W 66TH ST
15,Sidewalk Menu,1751 W GARFIELD BLVD,2019,4449.58,12909,1751 W GARFIELD BLVD
15,Sidewalk Menu,5535 S HERMITAGE AVE,2019,5001.37,12910,5535 S HERMITAGE AVE
15,Sidewalk Menu,5705 S HOYNE AVE,2019,3123.58,12911,5705 S HOYNE AVE
15,Street Light Upgrade Menu,6412 S ASHLAND AVE,2019,74752.9,12913,6412 S ASHLAND AVE
15,Street Speed Hump Menu,5534 S HERMITAGE AVE,2019,2350,12915,5534 S HERMITAGE AVE
15,Sidewalk Menu,5759 S WINCHESTER AVE,2020,17828.28,12921,5759 S WINCHESTER AVE
15,Sidewalk Menu,5748 S PAULINA ST,2020,3067.46,12922,5748 S PAULINA ST
15,Alley Apron Menu,4315 S FAIRFIELD AVE,2021,5297.88,12928,4315 S FAIRFIELD AVE
15,Alley Apron Menu,4445 S CAMPBELL AVE,2021,13442.2,12929,4445 S CAMPBELL AVE
15,Alley Apron Menu,5515 S WASHTENAW AVE,2021,14775.26,12930,5515 S WASHTENAW AVE
15,Bollard Menu,2432 W 45TH ST,2021,495.91,12964,2432 W 45TH ST
15,Bollard Menu,6043 S HERMITAGE AVE,2021,319.06,12965,6043 S HERMITAGE AVE
15,Curb & Gutter Menu,5623 S HONORE ST,2021,1572.18,12966,5623 S HONORE ST
15,Floodlight Menu,2757 W 44TH ST,2021,950,12967,2757 W 44TH ST
15,Floodlight Menu,4400 S WASHTENAW AVE,2021,950,12968,4400 S WASHTENAW AVE
15,Floodlight Menu,4401 S CALIFORNIA AVE,2021,950,12969,4401 S CALIFORNIA AVE
15,Miscellaneous CDOT Projects,6200 S MARSHFIELD AVE,2021,660,12970,6200 S MARSHFIELD AVE
15,Sidewalk Menu,4522 S SACRAMENTO AVE,2021,2212.24,12971,4522 S SACRAMENTO AVE
15,Street Light Upgrade Menu,6412 S ASHLAND AVE,2021,19500,12972,6412 S ASHLAND AVE
15,Alley Apron Menu,1816 W 49TH ST,2022,17447.81,12975,1816 W 49TH ST
15,Alley Apron Menu,1845 W 48TH ST,2022,14837.08,12976,1845 W 48TH ST
15,Alley Apron Menu,1846 W 49TH ST,2022,29448.2,12977,1846 W 49TH ST
15,Alley Apron Menu,1946 W 49TH ST,2022,15723.74,12978,1946 W 49TH ST
15,Alley Apron Menu,5013 S HOYNE AVE,2022,10530.1,12979,5013 S HOYNE AVE
15,Alley Apron Menu,5044 S SEELEY AVE,2022,14313.57,12980,5044 S SEELEY AVE
15,Alley Apron Menu,5514 S TALMAN AVE,2022,14137.76,12981,5514 S TALMAN AVE
15,Sidewalk Menu,4301 S ARCHER AVE,2022,19047.56,12989,4301 S ARCHER AVE
15,Sidewalk Menu,6515 S WOLCOTT AVE,2022,3509.97,12990,6515 S WOLCOTT AVE
16,Guardrail Menu,2257 S OAKLEY AV,2005,2598,13016,2257 S OAKLEY AV
16,Bollard Menu,5043 S ADA ST,2006,714,13058,5043 S ADA ST
16,Bollard Menu,702 W 61 PL,2006,714,13059,702 W 61 PL
16,Bollard Menu,1816 W GARFIELD BV,2006,647,13060,1816 W GARFIELD BV
16,Bollard Menu,4958 S RACINE AV,2007,647,13117,4958 S RACINE AV
16,Guardrail Menu,1000 S MORGAN ST,2007,18024,13118,1000 S MORGAN ST
16,Guardrail Menu,1235 W 59 ST,2007,900,13119,1235 W 59 ST
16,Bollard Menu,6243 S BISHOP ST,2010,2520,13277,6243 S BISHOP ST
16,Bollard Menu,6344 S PEORIA ST,2010,7560,13278,6344 S PEORIA ST
16,Bollard Menu,2016 W 52 ST,2010,1260,13279,2016 W 52 ST
16,Street Lighting,6931 S JUSTINE ST,2011,158,13338,6931 S JUSTINE ST
16,POD Camera,5600 S. Bishop,2011,20000,13390,5600 S. Bishop
16,POD Camera,5000 S. Paulina,2011,20000,13391,5000 S. Paulina
16,POD Camera,5700 S. Justine,2011,20000,13392,5700 S. Justine
16,POD Camera,5500 S. Maplewood,2011,20000,13393,5500 S. Maplewood
16,Street Light Upgrade,6932 S JUSTINE ST,2012,192,13435,6932 S JUSTINE ST
16,Street Light Upgrade,6034 S THROOP ST,2012,350,13436,6034 S THROOP ST
16,Street Light Upgrade,6058 S THROOP ST,2012,350,13437,6058 S THROOP ST
16,Floodlight Menu,6145 S THROOP ST,2013,2400,13499,6145 S THROOP ST
16,Miscellaneous Other,5959 S MOZART ST,2013,515,13510,5959 S MOZART ST
16,Miscellaneous Other,5438 S WINCHESTER AVE,2014,1230,13518,5438 S WINCHESTER AVE
16,Street Light Upgrade,5718 S MOZART ST,2014,400,13545,5718 S MOZART ST
16,Alley Speed Hump Menu,6601 S WESTERN AVE,2015,1400,13553,6601 S WESTERN AVE
16,Sidewalk Menu,5701 S PEORIA ST,2015,1258,13568,5701 S PEORIA ST
16,Floodlight Menu,5959 S MOZART ST,2015,600,13583,5959 S MOZART ST
16,Street Light Pole Painting,6100 S RACINE AVE,2015,200,13584,6100 S RACINE AVE
16,Alley Resurfacing Menu,5735 S CLAREMONT AVE,2016,28325.42,13589,5735 S CLAREMONT AVE
16,Sidewalk Menu,6019 S RICHMOND ST,2016,6414.54,13602,6019 S RICHMOND ST
16,Sidewalk Menu,6018 S WHIPPLE ST,2016,4204,13603,6018 S WHIPPLE ST
16,Sidewalk Menu,5951 S ARTESIAN AVE,2016,2852.92,13605,5951 S ARTESIAN AVE
16,Sidewalk Menu,1509 W 62ND ST,2016,33002.54,13606,1509 W 62ND ST
16,Sidewalk Menu,5317 S HAMILTON AVE,2016,17400.87,13608,5317 S HAMILTON AVE
16,Sidewalk Menu,5929 S SANGAMON ST,2016,7851.92,13609,5929 S SANGAMON ST
16,Sidewalk Menu,5701 S PEORIA ST,2016,11425.4,13610,5701 S PEORIA ST
16,Sidewalk Menu,5701 S PEORIA ST,2016,2606,13611,5701 S PEORIA ST
16,Sidewalk Menu,2015 W MARQUETTE RD,2016,678.24,13612,2015 W MARQUETTE RD
16,Sidewalk Menu,5534 S LAFLIN ST,2016,1742.38,13613,5534 S LAFLIN ST
16,Sidewalk Menu,5300 S HONORE ST,2016,9447.27,13614,5300 S HONORE ST
16,Sidewalk Menu,5700 S MAPLEWOOD AVE,2016,5919.01,13615,5700 S MAPLEWOOD AVE
16,Alley Speed Hump Menu,5316 S HAMILTON AVE,2017,1400,13643,5316 S HAMILTON AVE
16,Sidewalk Menu,6419 S CARPENTER ST,2017,2422.56,13645,6419 S CARPENTER ST
16,Sidewalk Menu,5136 S DAMEN AVE,2017,6903.89,13646,5136 S DAMEN AVE
16,Sidewalk Menu,5236 S DAMEN AVE,2017,10895.92,13647,5236 S DAMEN AVE
16,Sidewalk Menu,5300 S HOYNE AVE,2017,29228.86,13648,5300 S HOYNE AVE
16,Sidewalk Menu,6129 S SEELEY AVE,2017,31603.47,13650,6129 S SEELEY AVE
16,Sidewalk Menu,6700 S HONORE ST,2017,107833.43,13651,6700 S HONORE ST
16,Sidewalk Menu,5800 S MAPLEWOOD AVE,2017,88297.53,13652,5800 S MAPLEWOOD AVE
16,Sidewalk Menu,6300 S MAPLEWOOD AVE,2017,108099.91,13653,6300 S MAPLEWOOD AVE
16,Sidewalk Menu,6200 S MOZART ST,2017,26393.87,13654,6200 S MOZART ST
16,Sidewalk Menu,6100 S MOZART ST,2017,79087.13,13655,6100 S MOZART ST
